admin1_pcode,admin3_pcode,state,township,total_pop,idps,pop_minus_idps,food_secure,marginally_food_secure,moderately_food_insecure,severely_food_insecure,food_insecure_moderately_severely,moderate_food_insecure_number,severely_food_insecure_number,moderately_severely,pin_2022,total_pin2,target_2022,pc_vul,pin_2021,target_2021,hrp_target_idps_2021,hrp_target_returnees_2021,hrp_target_stateless_rakhine_2021,hrp_target_other_vulnerable_2021,hrp_target_total,hrp_version,pin_new,target_new
MMR010,MMR010005,Mandalay,Pyigyitagon,253183.75340437837,0,253183.75340437837,0.263,0.62,0.118,0,0.118,29875.682901716646,0,29875.682901716646,29876,29875.682901716646,2988,0.118,0,0,0,0,0,0,0,NA,29876,2988
MMR010,MMR010008,Mandalay,Pyinoolwin,272154.0545770091,0,272154.0545770091,0.263,0.62,0.118,0,0.118,32114.178440087075,0,32114.178440087075,32114,32114.178440087075,3211,0.118,0,0,0,0,0,0,0,NA,32114,3211
MMR010,MMR010010,Mandalay,Singu,167851.48289101702,0,167851.48289101702,0.263,0.62,0.118,0,0.118,19806.474981140007,0,19806.474981140007,19806,19806.474981140007,1981,0.118,0,0,0,0,0,0,0,NA,19806,1981
MMR010,MMR010014,Mandalay,Sintgaing,158619.83773306131,0,158619.83773306131,0.263,0.62,0.118,0,0.118,18717.140852501234,0,18717.140852501234,18717,18717.140852501234,1872,0.118,0,0,0,0,0,0,0,NA,18717,1872
MMR010,MMR010016,Mandalay,Tada-U,147647.73934006476,0,147647.73934006476,0.263,0.62,0.118,0,0.118,17422.43324212764,0,17422.43324212764,17422,17422.43324212764,1742,0.118,0,0,0,0,0,0,0,NA,17422,1742
MMR010,MMR010018,Mandalay,Taungtha,230755.97903655615,0,230755.97903655615,0.263,0.62,0.118,0,0.118,27229.205526313624,0,27229.205526313624,27229,27229.205526313624,2723,0.118,0,0,0,0,0,0,0,NA,27229,2723
MMR010,MMR010012,Mandalay,Thabeikkyin,174366.9984594045,0,174366.9984594045,0.263,0.62,0.118,0,0.118,20575.30581820973,0,20575.30581820973,20575,20575.30581820973,2058,0.118,0,0,0,0,0,0,0,NA,20575,2058
MMR010,MMR010030,Mandalay,Thazi,215884.3706720267,0,215884.3706720267,0.263,0.62,0.118,0,0.118,25474.35573929915,0,25474.35573929915,25474,25474.35573929915,2547,0.118,0,0,0,0,0,0,0,NA,25474,2547
MMR010,MMR010031,Mandalay,Wundwin,244728.60176438157,0,244728.60176438157,0.263,0.62,0.118,0,0.118,28877.975008197023,0,28877.975008197023,28878,28877.975008197023,2888,0.118,0,0,0,0,0,0,0,NA,28878,2888
MMR010,MMR010023,Mandalay,Yamethin,274905.3340789128,0,274905.3340789128,0.263,0.62,0.118,0,0.118,32438.829421311708,0,32438.829421311708,32439,32438.829421311708,3244,0.118,0,0,0,0,0,0,0,NA,32439,3244
MMR005,MMR005014,Sagaing,Ayadaw,163596.30355856032,0,163596.30355856032,0.2487,0.5994,0.1395,0.0134,0.1529,22821.684346419166,2192.1904676847084,25013.874814103874,25014,25013.874814103874,2501,0.1529,0,0,0,0,0,0,0,NA,25014,2501
MMR005,MMR005023,Sagaing,Banmauk,118329.50284932094,0,118329.50284932094,0.2487,0.5994,0.1395,0.0134,0.1529,16506.965647480272,1585.6153381809006,18092.580985661174,18093,18092.580985661174,1809,0.1529,0,0,0,0,0,0,0,NA,18093,1809
MMR005,MMR005013,Sagaing,Budalin,129746.76440961284,0,129746.76440961284,0.2487,0.5994,0.1395,0.0134,0.1529,18099.673635140993,1738.606643088812,19838.280278229806,19838,19838.280278229806,1984,0.15290000000000004,0,0,0,0,0,0,0,NA,19838,1984
MMR005,MMR005015,Sagaing,Chaung-U,111279.17842155536,0,111279.17842155536,0.2487,0.5994,0.1395,0.0134,0.1529,15523.445389806975,1491.140990848842,17014.586380655815,17015,17014.586380655815,1701,0.1529,0,0,0,0,0,0,0,NA,17015,1701
MMR005,MMR005033,Sagaing,Hkamti,50052.78736458388,0,50052.78736458388,0.2487,0.5994,0.1395,0.0134,0.1529,6982.363837359451,670.707350685424,7653.071188044875,7653,7653.071188044875,765,0.1529,0,0,0,0,0,0,0,NA,7653,765
MMR005,MMR005034,Sagaing,Homalin,271180.7044831875,0,271180.7044831875,0.2487,0.5994,0.1395,0.0134,0.1529,37829.708275404664,3633.821440074713,41463.52971547938,41464,41463.52971547938,4146,0.15290000000000004,0,0,0,0,0,0,0,NA,41464,4146
MMR005,MMR005021,Sagaing,Indaw,126309.298023187,0,126309.298023187,0.2487,0.5994,0.1395,0.0134,0.1529,17620.14707423459,1692.544593510706,19312.691667745294,19313,19312.691667745294,1931,0.1529,0,0,0,0,0,0,0,NA,19313,1931
MMR005,MMR005027,Sagaing,Kale,366088.59478020685,100,365988.59478020685,0.2487,0.5994,0.1395,0.0134,0.1529,51055.408971838864,4904.247170054772,55959.65614189363,56060,56195,5620,0.1531313920761472,0,0,0,0,0,0,0,NA,56060,5620
MMR005,MMR005028,Sagaing,Kalewa,59267.67586886143,0,59267.67586886143,0.2487,0.5994,0.1395,0.0134,0.1529,8267.84078370617,794.1868566427431,9062.027640348913,9062,9062.027640348913,906,0.1529,0,0,0,0,0,0,0,NA,9062,906
MMR005,MMR005007,Sagaing,Kanbalu,310412.7719640728,0,310412.7719640728,0.2487,0.5994,0.1395,0.0134,0.1529,43302.58168898815,4159.531144318576,47462.11283330673,47462,47462.11283330673,4746,0.1529,0,0,0,0,0,0,0,NA,47462,4746
MMR005,MMR005017,Sagaing,Kani,141301.6086453162,3500,137801.6086453162,0.2487,0.5994,0.1395,0.0134,0.1529,19223.324406021613,1846.5415558472373,21069.86596186885,24570,24569.86596186885,2457,0.17388242212827262,0,0,0,0,0,0,0,NA,24570,2457
MMR005,MMR005020,Sagaing,Katha,176162.5379959527,0,176162.5379959527,0.2487,0.5994,0.1395,0.0134,0.1529,24574.674050435406,2360.5780091457664,26935.252059581173,26935,26935.252059581173,2694,0.15290000000000004,0,0,0,0,0,0,0,NA,26935,2694
MMR005,MMR005024,Sagaing,Kawlin,152598.09152108652,0,152598.09152108652,0.2487,0.5994,0.1395,0.0134,0.1529,21287.43376719157,2044.8144263825595,23332.24819357413,23332,23332.24819357413,2333,0.1529,0,0,0,0,0,0,0,NA,23332,2333
MMR005,MMR005005,Sagaing,Khin-U,153816.38086060813,0,153816.38086060813,0.2487,0.5994,0.1395,0.0134,0.1529,21457.385130054838,2061.139503532149,23518.524633586985,23519,23518.524633586985,2352,0.1529,0,0,0,0,0,0,0,NA,23519,2352
MMR005,MMR005008,Sagaing,Kyunhla,109317.31248515345,0,109317.31248515345,0.2487,0.5994,0.1395,0.0134,0.1529,15249.765091678908,1464.8519873010564,16714.617078979965,16715,16714.617078979965,1671,0.15290000000000004,0,0,0,0,0,0,0,NA,16715,1671
MMR005,MMR005036,Sagaing,Lahe,57088.40830032074,0,57088.40830032074,0.2487,0.5994,0.1395,0.0134,0.1529,7963.832957894744,764.9846712242979,8728.817629119043,8729,8728.817629119043,873,0.15290000000000004,0,0,0,0,0,0,0,NA,8729,873
MMR005,MMR005035,Sagaing,Lay Shi,11018.166776655535,0,11018.166776655535,0.2487,0.5994,0.1395,0.0134,0.1529,1537.0342653434473,147.64343480718418,1684.6777001506314,1685,1684.6777001506314,168,0.1529,0,0,0,0,0,0,0,NA,1685,168
MMR005,MMR005031,Sagaing,Mawlaik,53892.49928293797,0,53892.49928293797,0.2487,0.5994,0.1395,0.0134,0.1529,7518.003649969847,722.1594903913689,8240.163140361215,8240,8240.163140361215,824,0.1529,0,0,0,0,0,0,0,NA,8240,824
MMR005,MMR005029,Sagaing,Mingin,109607.18132800513,0,109607.18132800513,0.2487,0.5994,0.1395,0.0134,0.1529,15290.201795256717,1468.7362297952689,16758.938025051986,16759,16758.938025051986,1676,0.1529,0,0,0,0,0,0,0,NA,16759,1676
MMR005,MMR005012,Sagaing,Monywa,390792.56188729784,0,390792.56188729784,0.2487,0.5994,0.1395,0.0134,0.1529,54515.562383278055,5236.620329289791,59752.18271256785,59752,59752.18271256785,5975,0.1529,0,0,0,0,0,0,0,NA,59752,5975
MMR005,MMR005003,Sagaing,Myaung,111758.09216191898,15000,96758.09216191898,0.2487,0.5994,0.1395,0.0134,0.1529,13497.753856587698,1296.5584349697144,14794.312291557413,29794,29794.312291557413,2979,0.2665964648751375,0,0,0,0,0,0,0,NA,29794,2979
MMR005,MMR005002,Sagaing,Myinmu,112361.98558452666,0,112361.98558452666,0.2487,0.5994,0.1395,0.0134,0.1529,15674.49698904147,1505.6506068326573,17180.14759587413,17180,17180.14759587413,1718,0.15290000000000004,0,0,0,0,0,0,0,NA,17180,1718
MMR005,MMR005037,Sagaing,Nanyun,54591.96540373222,0,54591.96540373222,0.2487,0.5994,0.1395,0.0134,0.1529,7615.579173820645,731.5323364100118,8347.111510230658,8347,8347.111510230658,835,0.15290000000000004,0,0,0,0,0,0,0,NA,8347,835
MMR005,MMR005019,Sagaing,Pale,151242.21950615357,0,151242.21950615357,0.2487,0.5994,0.1395,0.0134,0.1529,21098.289621108426,2026.645741382458,23124.935362490884,23125,23124.935362490884,2312,0.1529,0,0,0,0,0,0,0,NA,23125,2312
MMR005,MMR005032,Sagaing,Paungbyin,118356.80933451711,0,118356.80933451711,0.2487,0.5994,0.1395,0.0134,0.1529,16510.77490216514,1585.9812450825293,18096.75614724767,18097,18096.75614724767,1810,0.15290000000000004,0,0,0,0,0,0,0,NA,18097,1810
MMR005,MMR005026,Sagaing,Pinlebu,117594.32824788554,0,117594.32824788554,0.2487,0.5994,0.1395,0.0134,0.1529,16404.408790580033,1575.7639985216663,17980.1727891017,17980,17980.1727891017,1798,0.1529,0,0,0,0,0,0,0,NA,17980,1798
MMR005,MMR005001,Sagaing,Sagaing,322630.3235904986,0,322630.3235904986,0.2487,0.5994,0.1395,0.0134,0.1529,45006.93014087456,4323.246336112681,49330.17647698724,49330,49330.17647698724,4933,0.1529,0,0,0,0,0,0,0,NA,49330,4933
MMR005,MMR005018,Sagaing,Salingyi,127928.78264520611,0,127928.78264520611,0.2487,0.5994,0.1395,0.0134,0.1529,17846.065179006255,1714.2456874457619,19560.310866452015,19560,19560.310866452015,1956,0.1529,0,0,0,0,0,0,0,NA,19560,1956
MMR005,MMR005004,Sagaing,Shwebo,280213.89983596734,0,280213.89983596734,0.2487,0.5994,0.1395,0.0134,0.1529,39089.83902711745,3754.8662578019625,42844.705284919415,42845,42844.705284919415,4284,0.15290000000000004,0,0,0,0,0,0,0,NA,42845,4284
MMR005,MMR005010,Sagaing,Tabayin,147890.87357303873,0,147890.87357303873,0.2487,0.5994,0.1395,0.0134,0.1529,20630.776863438903,1981.737705878719,22612.514569317624,22613,22612.514569317624,2261,0.1529,0,0,0,0,0,0,0,NA,22613,2261
MMR005,MMR005030,Sagaing,Tamu,120641.10184611999,0,120641.10184611999,0.2487,0.5994,0.1395,0.0134,0.1529,16829.43370753374,1616.590764738008,18446.024472271747,18446,18446.024472271747,1845,0.1529,0,0,0,0,0,0,0,NA,18446,1845
MMR005,MMR005011,Sagaing,Taze,173406.68349000052,0,173406.68349000052,0.2487,0.5994,0.1395,0.0134,0.1529,24190.232346855075,2323.649558766007,26513.88190562108,26514,26513.88190562108,2651,0.1529,0,0,0,0,0,0,0,NA,26514,2651
MMR005,MMR005022,Sagaing,Tigyaing,136485.16475648366,0,136485.16475648366,0.2487,0.5994,0.1395,0.0134,0.1529,19039.68048352947,1828.9012077368811,20868.581691266354,20869,20868.581691266354,2087,0.1529,0,0,0,0,0,0,0,NA,20869,2087
MMR005,MMR005006,Sagaing,Wetlet,206075.74227892887,0,206075.74227892887,0.2487,0.5994,0.1395,0.0134,0.1529,28747.56604791058,2761.4149465376468,31508.980994448226,31509,31508.980994448226,3151,0.1529,0,0,0,0,0,0,0,NA,31509,3151
MMR005,MMR005025,Sagaing,Wuntho,77083.05696050264,0,77083.05696050264,0.2487,0.5994,0.1395,0.0134,0.1529,10753.086445990119,1032.9129632707354,11785.999409260854,11786,11785.999409260854,1179,0.1529,0,0,0,0,0,0,0,NA,11786,1179
MMR005,MMR005009,Sagaing,Ye-U,124234.00514827788,0,124234.00514827788,0.2487,0.5994,0.1395,0.0134,0.1529,17330.643718184765,1664.7356689869237,18995.379387171688,18995,18995.379387171688,1900,0.1529,0,0,0,0,0,0,0,NA,18995,1900
MMR005,MMR005016,Sagaing,Yinmarbin,148589.28944440238,0,148589.28944440238,0.2487,0.5994,0.1395,0.0134,0.1529,20728.205877494136,1991.096478554992,22719.302356049127,22719,22719.302356049127,2272,0.1529,0,0,0,0,0,0,0,NA,22719,2272
MMR006,MMR006010,Tanintharyi,Bokpyin,86800.59531694955,0,86800.59531694955,0.135,0.623,0.233,0.009,0.242,20224.538708849246,781.2053578525458,21005.74406670179,21006,21005.74406670179,3151,0.242,0,0,0,0,0,0,0,NA,21006,3151
MMR006,MMR006001,Tanintharyi,Dawei,156104.6855057658,0,156104.6855057658,0.135,0.623,0.233,0.009,0.242,36372.39172284344,1404.9421695518922,37777.33389239533,37777,37777.33389239533,5667,0.242,0,0,0,0,0,0,0,NA,37777,5667
MMR006,MMR006009,Tanintharyi,Kawthoung,148728.7911632599,0,148728.7911632599,0.135,0.623,0.233,0.009,0.242,34653.80834103956,1338.5591204693392,35992.367461508904,35992,35992.367461508904,5399,0.24200000000000002,0,0,0,0,0,0,0,NA,35992,5399
MMR006,MMR006006,Tanintharyi,Kyunsu,182435.48113600473,0,182435.48113600473,0.135,0.623,0.233,0.009,0.242,42507.4671046891,1641.9193302240424,44149.38643491315,44149,44149.38643491315,6622,0.24200000000000002,0,0,0,0,0,0,0,NA,44149,6622
MMR006,MMR006002,Tanintharyi,Launglon,125675.93475263125,0,125675.93475263125,0.135,0.623,0.233,0.009,0.242,29282.492797363084,1131.0834127736812,30413.576210136765,30414,30413.576210136765,4562,0.24200000000000002,0,0,0,0,0,0,0,NA,30414,4562
MMR006,MMR006005,Tanintharyi,Myeik,302183.2957380707,0,302183.2957380707,0.135,0.623,0.233,0.009,0.242,70408.70790697048,2719.6496616426357,73128.35756861311,73128,73128.35756861311,10969,0.24200000000000002,0,0,0,0,0,0,0,NA,73128,10969
MMR006,MMR006007,Tanintharyi,Palaw,138077.08199467565,725,137352.08199467565,0.135,0.623,0.233,0.009,0.242,32003.03510475943,1236.1687379520808,33239.20384271151,33964,33964.20384271151,5095,0.2459800232743997,0,0,0,0,0,0,0,NA,33964,5095
MMR006,MMR006008,Tanintharyi,Tanintharyi,113498.91102819465,0,113498.91102819465,0.135,0.623,0.233,0.009,0.242,26445.246269569354,1021.4901992537517,27466.736468823106,27467,27466.736468823106,4120,0.24200000000000002,0,0,0,0,0,0,0,NA,27467,4120
MMR006,MMR006003,Tanintharyi,Thayetchaung,112233.83467999121,0,112233.83467999121,0.135,0.623,0.233,0.009,0.242,26150.483480437953,1010.1045121199209,27160.587992557874,27161,27160.587992557874,4074,0.24200000000000002,0,0,0,0,0,0,0,NA,27161,4074
MMR006,MMR006004,Tanintharyi,Yebyu,130260.37599431549,200,130060.37599431549,0.135,0.623,0.233,0.009,0.242,30304.06760667551,1170.5433839488394,31474.61099062435,31675,31674.61099062435,4751,0.24316382283440222,0,0,0,0,0,0,0,NA,31675,4751
MMR014,MMR014003,Shan (South),Hopong,124824.02941479757,0,124824.02941479757,0.158,0.475,0.352,0.016,0.368,43938.05835400874,1997.184470636761,45935.2428246455,45935,45935.2428246455,50,0.368,0,0,0,0,0,0,0,NA,45935,50
MMR014,MMR014004,Shan (South),Hsihseng,170025.90940119364,800,169225.90940119364,0.158,0.475,0.352,0.016,0.368,59567.52010922016,2707.614550419098,62275.13465963926,63075,63075.13465963926,50,0.37097366443608887,0,0,0,0,0,0,0,NA,63075,50
MMR014,MMR014005,Shan (South),Kalaw,206747.15941177213,0,206747.15941177213,0.158,0.475,0.352,0.016,0.368,72775.00011294379,3307.954550588354,76082.95466353215,76083,76082.95466353215,100,0.368,0,0,0,0,0,0,0,NA,76083,100
MMR014,MMR014014,Shan (South),Kunhing,59333.30048455188,0,59333.30048455188,0.158,0.475,0.352,0.016,0.368,20885.32177056226,949.3328077528301,21834.65457831509,21835,21834.65457831509,50,0.368,0,0,0,0,0,0,0,NA,21835,50
MMR014,MMR014015,Shan (South),Kyethi,82621.9792377435,1281,81340.9792377435,0.158,0.475,0.352,0.016,0.368,28632.024691685707,1301.455667803896,29933.480359489604,31214,31214.480359489604,5000,0.37779874855902945,110.4,34,0,0,0,34,34,hrp,31214,5000
MMR014,MMR014012,Shan (South),Laihka,54253.588674066115,0,54253.588674066115,0.158,0.475,0.352,0.016,0.368,19097.26321327127,868.0574187850578,19965.32063205633,19965,19965.32063205633,50,0.368,0,0,0,0,0,0,0,NA,19965,50
MMR014,MMR014018,Shan (South),Langkho,44787.45905347584,0,44787.45905347584,0.158,0.475,0.352,0.016,0.368,15765.185586823494,716.5993448556135,16481.784931679107,16482,12500,0,0.36799999999999994,0,0,0,0,0,0,0,NA,16482,0
MMR014,MMR014008,Shan (South),Lawksawk,183022.9498121872,0,183022.9498121872,0.158,0.475,0.352,0.016,0.368,64424.07833388989,2928.367196994995,67352.44553088488,67352,67352.44553088488,20,0.368,0,0,0,0,0,0,0,NA,67352,20
MMR014,MMR014011,Shan (South),Loilen,138388.81539341103,0,138388.81539341103,0.158,0.475,0.352,0.016,0.368,48712.86301848068,2214.2210462945764,50927.084064775256,50927,50927.084064775256,50,0.368,0,0,0,0,0,0,0,NA,50927,50
MMR014,MMR014020,Shan (South),Mawkmai,37564.53550142687,0,37564.53550142687,0.158,0.475,0.352,0.016,0.368,13222.716496502258,601.03256802283,13823.74906452509,13824,6000,0,0.368,0,0,0,0,0,0,0,NA,13824,0
MMR014,MMR014017,Shan (South),Monghsu,80830.96973675858,0,80830.96973675858,0.158,0.475,0.352,0.016,0.368,28452.501347339017,1293.2955157881372,29745.796863127154,29746,29745.796863127154,50,0.368,0,0,0,0,0,0,0,NA,29746,50
MMR014,MMR014016,Shan (South),Mongkaing,82544.20587231612,3035,79509.20587231612,0.158,0.475,0.352,0.016,0.368,27987.24046705527,1272.1472939570579,29259.38776101233,32294,32294.38776101233,50,0.3912374880796243,0,0,0,0,0,0,0,NA,32294,50
MMR014,MMR014019,Shan (South),Mongnai,43815.29198563354,0,43815.29198563354,0.158,0.475,0.352,0.016,0.368,15422.982778943006,701.0446717701367,16124.027450713142,16124,16124.027450713142,50,0.36799999999999994,0,0,0,0,0,0,0,NA,16124,50
MMR014,MMR014021,Shan (South),Mongpan,28805.03245814827,0,28805.03245814827,0.158,0.475,0.352,0.016,0.368,10139.371425268191,460.88051933037235,10600.251944598564,10600,10600.251944598564,50,0.368,0,0,0,0,0,0,0,NA,10600,50
MMR014,MMR014013,Shan (South),Nansang,129949.29419646223,0,129949.29419646223,0.158,0.475,0.352,0.016,0.368,45742.1515571547,2079.1887071433957,47821.340264298095,47821,47821.340264298095,1000,0.36799999999999994,0,0,0,0,0,0,0,NA,47821,1000
MMR014,MMR014002,Shan (South),Nyaungshwe,210440.28322149537,0,210440.28322149537,0.158,0.475,0.352,0.016,0.368,74074.97969396636,3367.044531543926,77442.0242255103,77442,77442.0242255103,20,0.368,0,0,0,0,0,0,0,NA,77442,20
MMR014,MMR014010,Shan (South),Pekon,115093.4703517542,9970,105123.4703517542,0.158,0.475,0.352,0.016,0.368,37003.46156381747,1681.975525628067,38685.43708944554,48655,48655.43708944554,150,0.4227471544714262,1943.5,1943.5,0,0,0,0,0,ierp,48655,150
MMR014,MMR014006,Shan (South),Pindaya,88109.44569268427,0,88109.44569268427,0.158,0.475,0.352,0.016,0.368,31014.52488382486,1409.7511310829484,32424.276014907806,32424,32424.276014907806,150,0.36799999999999994,0,0,0,0,0,0,0,NA,32424,150
MMR014,MMR014009,Shan (South),Pinlaung,213606.77024246746,60,213546.77024246746,0.158,0.475,0.352,0.016,0.368,75168.46312534854,3416.7483238794794,78585.21144922802,78645,78645.21144922802,50,0.3681775224631549,0,0,0,0,0,0,0,NA,78645,50
MMR014,MMR014001,Shan (South),Taunggyi,486701.276652264,36,486665.276652264,0.158,0.475,0.352,0.016,0.368,171306.1773815969,7786.644426436224,179092.82180803313,179129,179128.82180803313,200,0.3680467473604271,0,0,0,0,0,0,0,NA,179129,200
MMR014,MMR014007,Shan (South),Ywangan,91697.01993504175,0,91697.01993504175,0.158,0.475,0.352,0.016,0.368,32277.351017134697,1467.152318960668,33744.50333609537,33745,33744.50333609537,150,0.36800000000000005,0,0,0,0,0,0,0,NA,33745,150
MMR018,MMR018004,Nay Pyi Taw,Det Khi Na Thi Ri,57490.06829779366,0,57490.06829779366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018007,Nay Pyi Taw,Lewe,318535.16586296825,0,318535.16586296825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018008,Nay Pyi Taw,Oke Ta Ra Thi Ri,91418.70664093515,0,91418.70664093515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018005,Nay Pyi Taw,Poke Ba Thi Ri,130476.06659285931,0,130476.06659285931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018006,Nay Pyi Taw,Pyinmana,210082.69677906152,0,210082.69677906152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018003,Nay Pyi Taw,Tatkon,243155.61481010212,0,243155.61481010212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018002,Nay Pyi Taw,Za Bu Thi Ri,123719.90831721459,0,123719.90831721459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
MMR018,MMR018001,Nay Pyi Taw,Zay Yar Thi Ri,124654.03232283259,0,124654.03232283259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
